Compound_Name,Type,Project_Name,Location,Developer,Area,Price_EGP,Reference_No,Bedrooms,Bathrooms,Delivery,Finishing,Delivery.1,URL
Hyde Park in New Cairo by Hyde Park,Townhouse,Hyde Park,New Cairo,Hyde Park,600,"$8,011,100.00",23564.00,4,5,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,350,"$7,693,600.00",39193.00,4,5,Delivered,Furnished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,185,"$8,054,500.00",53850.00,3,3,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,183,"$9,293,200.00",55349.00,3,3,Delivered,semi-finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,145,"$7,371,000.00",62215.00,2,3,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Hyde Park in New Cairo by Hyde Park,Office,Hyde Park,New Cairo,Hyde Park,48,"$8,629,500.00",62438.00,3,2,2027,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,242,"$12,175,000.00",64956.00,2,3,2026,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,326,"$10,810,000.00",93032.00,4,4,Delivered,semi-finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/93032-villa-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,192,"$9,994,416.00",94256.00,3,4,Delivered,Finished,2028-12-30T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/94256-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,147,"$9,710,000.00",94258.00,2,2,Delivered,semi-finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/94258-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,207,"$8,340,000.00",95003.00,3,3,Delivered,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/95003-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,183,"$19,066,782.00",95160.00,3,3,Delivered,semi-finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/95160-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,207,"$33,822,583.18",95360.00,3,3,Delivered,not finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/95360-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,525,"$80,000,000.00",95443.00,5,5,Delivered,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/95443-villa-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,207,"$33,822,583.18",95749.00,3,3,Delivered,Finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/95749-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Duplex,Hyde Park,New Cairo,Hyde Park,244,"$9,250,000.00",96390.00,3,3,Delivered,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/96390-duplex-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,145,"$23,692,147.64",96967.00,2,3,Delivered,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/96967-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Townhouse,Hyde Park,New Cairo,Hyde Park,256,"$24,731,182.98",98051.00,3,4,Delivered,semi-finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/98051-townhouse-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Duplex,Hyde Park,New Cairo,Hyde Park,268,"$37,401,467.67",98223.00,3,3,Delivered,semi-finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/98223-duplex-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,205,"$13,560,000.00",14527.00,4,4,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,900,"$10,070,000.00",16177.00,9,9,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Hyde Park in New Cairo by Hyde Park,Townhouse,Hyde Park,New Cairo,Hyde Park,600,"$12,500,000.00",23564.00,4,5,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,350,"$8,550,000.00",39193.00,4,5,Delivered,Furnished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,185,"$8,639,788.00",53850.00,3,3,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,183,"$10,646,000.00",55349.00,3,3,Delivered,semi-finished,2028-03-31T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,145,"$10,997,157.00",62215.00,2,3,Delivered,Finished,2029-12-31T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Hyde Park in New Cairo by Hyde Park,Office,Hyde Park,New Cairo,Hyde Park,48,"$10,720,000.00",62438.00,3,2,2027,not finished,2028-03-31T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,242,"$19,066,782.00",64956.00,2,3,2026,not finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Hyde Park in New Cairo by Hyde Park,Duplex,Hyde Park,New Cairo,Hyde Park,268,"$37,401,467.67",99110.00,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/99110-duplex-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Townhouse,Hyde Park,New Cairo,Hyde Park,360,"$80,000,000.00",99182.00,3,4,Delivered,semi-finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/99182-villa-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,420,"$29,114,447.85",99998.00,5,5,Delivered,Finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/99998-villa-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Studio,Hyde Park,New Cairo,Hyde Park,86,"$9,250,000.00",103047.00,1,2,Delivered,semi-finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/103047-studio-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Penthouse,Hyde Park,New Cairo,Hyde Park,193,"$14,221,052.63",103361.00,3,2,Delivered,Furnished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/103361-penthouse-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,330,"$22,875,637.60",103471.00,4,5,Delivered,semi-finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/103471-villa-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,207,"$33,822,583.18",105404.00,3,3,Delivered,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/105404-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Townhouse,Hyde Park,New Cairo,Hyde Park,247,"$13,560,000.00",106646.00,5,4,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/106646-town-house-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,185,"$24,537,600.00",106777.00,3,3,Delivered,semi-finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/106777-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Townhouse,Hyde Park,New Cairo,Hyde Park,160,"$15,456,989.36",106778.00,3,3,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/106778-townhouse-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,135,"$19,200,000.00",107105.00,2,2,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/107105-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,199,"$15,036,240.00",107125.00,3,3,Delivered,,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/107125-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,205,"$21,545,000.00",14527.00,4,4,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,900,"$23,700,000.00",16177.00,9,9,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Hyde Park in New Cairo by Hyde Park,Townhouse,Hyde Park,New Cairo,Hyde Park,600,"$26,761,725.00",23564.00,4,5,Delivered,Finished,2030-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,350,"$19,799,680.00",39193.00,4,5,Delivered,Furnished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,185,"$15,210,000.00",53850.00,3,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,183,"$17,518,275.00",55349.00,3,3,Delivered,semi-finished,2028-06-30T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,145,"$19,066,782.00",62215.00,2,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Hyde Park in New Cairo by Hyde Park,Office,Hyde Park,New Cairo,Hyde Park,48,"$17,701,480.03",62438.00,3,2,2027,not finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,242,"$80,000,000.00",64956.00,2,3,2026,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,120,"$19,607,294.60",107302.00,2,2,Delivered,Finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/107302-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,205,"$9,250,000.00",109048.00,3,3,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/109048-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Townhouse,Hyde Park,New Cairo,Hyde Park,220,"$21,253,360.37",109335.00,4,4,Delivered,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/109335-townhouse-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Twinhouse,Hyde Park,New Cairo,Hyde Park,279,"$32,435,920.19",111429.00,4,4,Delivered,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/111429-twinhouse-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,376,"$26,064,362.84",111444.00,4,3,Delivered,semi-finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/111444-villa-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,190,"$13,560,000.00",111570.00,3,3,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/38-hyde-park/property/111570-apartment-for-sale-in-hyde-park
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,205,"$33,495,794.94",14527.00,4,4,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,900,"$34,493,500.00",16177.00,9,9,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Hyde Park in New Cairo by Hyde Park,Townhouse,Hyde Park,New Cairo,Hyde Park,600,"$11,183,520.00",23564.00,4,5,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,350,"$23,920,000.00",39193.00,4,5,Delivered,Furnished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,185,"$28,652,500.00",53850.00,3,3,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,183,"$37,114,400.00",55349.00,3,3,Delivered,semi-finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Hyde Park in New Cairo by Hyde Park,Apartment,Hyde Park,New Cairo,Hyde Park,145,"$31,977,923.00",62215.00,2,3,Delivered,Finished,2027-08-31T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Hyde Park in New Cairo by Hyde Park,Office,Hyde Park,New Cairo,Hyde Park,48,"$31,950,839.00",62438.00,3,2,2027,not finished,2027-09-30T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Hyde Park in New Cairo by Hyde Park,Villa,Hyde Park,New Cairo,Hyde Park,242,"$21,778,900.00",64956.00,2,3,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,103,"$24,700,000.00",107845.00,2,2,2029,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/107845-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,116,"$30,900,000.00",107847.00,2,2,2029,Finished,2025-06-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/107847-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,129,"$11,243,602.00",107849.00,3,3,2029,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/107849-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,110,"$19,066,782.00",109252.00,2,2,2029,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/109252-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,129,"$16,290,412.15",109253.00,3,3,2029,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/109253-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,110,"$80,000,000.00",109254.00,2,2,2029,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/109254-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,119,"$15,027,589.51",65821.00,2,2,2028,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/65821-apartment-for-sale-at-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,168,"$9,250,000.00",66138.00,3,3,2028,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/66138-apartment-for-sale-at-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,135,"$17,048,105.74",76554.00,2,2,2028,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/76554-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,134,"$16,921,823.48",77073.00,2,3,2028,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/77073-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,134,"$16,921,823.48",77392.00,2,3,2028,semi-finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/77392-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,119,"$13,560,000.00",78574.00,2,2,2027,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/78574-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,205,"$14,614,000.00",14527.00,4,4,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,900,"$11,287,250.00",16177.00,9,9,Delivered,Finished,2026-05-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,600,"$11,285,250.00",23564.00,4,5,Delivered,Finished,2026-05-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,350,"$18,100,000.00",39193.00,4,5,Delivered,Furnished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,185,"$18,386,000.00",53850.00,3,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,183,"$11,202,394.00",55349.00,3,3,Delivered,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,145,"$10,330,000.00",62215.00,2,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,Telal East,New Cairo,Roya Developments,48,"$11,502,000.00",62438.00,3,2,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,242,"$12,000,000.00",64956.00,2,3,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,135,"$11,375,000.00",85701.00,2,3,2028,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/85701-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,155,"$16,355,000.00",87100.00,3,3,2027,semi-finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/87100-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,121,"$10,100,000.00",93203.00,2,2,2028,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/93203-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,134,"$19,066,782.00",93216.00,2,3,2028,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/93216-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,134,"$16,921,823.48",105309.00,2,3,2028,not finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/105309-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,134,"$80,000,000.00",105886.00,2,3,2029,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/105886-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,153,"$19,321,186.51",108876.00,2,3,2028,Finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/108876-apartment-for-sale-telal-east
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,205,"$9,250,000.00",14527.00,4,4,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,900,"$69,798,646.23",16177.00,9,9,Delivered,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,Telal East,New Cairo,Roya Developments,600,"$50,732,698.50",23564.00,4,5,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,350,"$27,143,917.98",39193.00,4,5,Delivered,Furnished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,Telal East,New Cairo,Roya Developments,185,"$13,560,000.00",53850.00,3,3,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,183,"$12,600,000.00",55349.00,3,3,Delivered,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,Telal East,New Cairo,Roya Developments,145,"$9,706,000.00",62215.00,2,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
