Compound_Name,Type,Area,Price_EGP,Reference_No,Bedrooms,Bathrooms,Delivery,Finishing,Delivery,URL
Hyde Park in New Cairo by Hyde Park,Office,48,31950839,62438,N/A,N/A,2027,not finished,2027-09-30T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Hyde Park in New Cairo by Hyde Park,Villa,242,21778900,64956,2,3,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Apartment,103,24700000,107845,2,2,2029,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/107845-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Apartment,116,30900000,107847,2,2,2029,Finished,2025-06-30T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/107847-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Apartment,129,11243602,107849,3,3,2029,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/107849-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Apartment,110,19066782,109252,2,2,2029,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/109252-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Apartment,129,None,109253,3,3,2029,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/109253-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Apartment,110,80000000,109254,2,2,2029,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/1630-selection/property/109254-Apartment-for-sale-in-Selection%20-%20Telal%20East-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Apartment,119,None,65821,2,2,2028,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/65821-apartment-for-sale-at-telal-east
Telal East in New Cairo by Roya Developments,Apartment,168,9250000,66138,3,3,2028,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/66138-apartment-for-sale-at-telal-east
Telal East in New Cairo by Roya Developments,Apartment,135,None,76554,2,2,2028,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/76554-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,134,None,77073,2,3,2028,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/77073-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,134,None,77392,2,3,2028,semi-finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/77392-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,119,13560000,78574,2,2,2027,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/78574-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,205,14614000,14527,4,4,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,900,11287250,16177,9,9,Delivered,Finished,2026-05-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,600,11285250,23564,4,5,Delivered,Finished,2026-05-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,350,18100000,39193,4,5,Delivered,Furnished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,185,18386000,53850,3,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,183,11202394,55349,3,3,Delivered,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,145,10330000,62215,2,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,48,11502000,62438,N/A,N/A,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,242,12000000,64956,2,3,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Apartment,135,11375000,85701,2,3,2028,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/85701-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,155,16355000,87100,3,3,2027,semi-finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/87100-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,121,10100000,93203,2,2,2028,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/93203-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,134,19066782,93216,2,3,2028,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/93216-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,134,None,105309,2,3,2028,not finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/105309-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,134,80000000,105886,2,3,2029,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/105886-apartment-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,153,None,108876,2,3,2028,Finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/108876-apartment-for-sale-telal-east
Telal East in New Cairo by Roya Developments,Apartment,205,9250000,14527,4,4,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,900,None,16177,9,9,Delivered,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,600,None,23564,4,5,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,350,None,39193,4,5,Delivered,Furnished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,185,13560000,53850,3,3,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,183,12600000,55349,3,3,Delivered,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,145,9706000,62215,2,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,48,11007000,62438,N/A,N/A,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,242,10350000,64956,2,3,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Townhouse,229,10510000,108088,4,5,2029,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/108088-Townhouse-for-sale-in-Prive%20-%20Telal%20East-with-7-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Townhouse,219,16700000,109265,4,4,2029,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109265-Townhouse-for-sale-in-Prive%20-%20Telal%20East-with-7-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Townhouse,205,14124000,74210,3,3,2027,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/74210-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,262,10250000,74825,3,4,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/74825-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,245,10200000,78177,4,4,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/78177-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,245,18215824,80878,3,4,2028,semi-finished,2028-02-29T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/80878-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,255,16285300,87231,3,4,2030,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/87231-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,205,19926000,93215,3,4,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/93215-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,205,19066782,97073,3,4,2027,not finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/97073-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Townhouse,205,None,105380,3,4,2028,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/105380-townhouse-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,205,80000000,14527,4,4,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,900,None,16177,9,9,Delivered,Finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,600,9250000,23564,4,5,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,350,None,39193,4,5,Delivered,Furnished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,185,None,53850,3,3,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,145,13560000,62215,2,3,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,48,15726000,62438,N/A,N/A,2027,not finished,2028-09-30T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,242,10540000,64956,2,3,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Villa,472,10811712,107860,6,9,2029,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/107860-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Villa,354,9980000,108086,4,6,2029,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/108086-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Villa,233,12000000,57144,3,3,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/57144-garden-villa-for-sale-in-telal-east-new-cairo
Telal East in New Cairo by Roya Developments,Villa,253,19066782,109262,4,4,2029,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109262-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Villa,300,None,109263,4,5,2029,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109263-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Villa,453,80000000,109264,5,6,2029,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/1860-prive-telal-east/property/109264-Villa-for-sale-in-Prive%20-%20Telal%20East-with-1-bedrooms-in-New%20Cairo-by-Roya%20Developments
Telal East in New Cairo by Roya Developments,Villa,295,None,78042,3,4,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/78042-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Villa,295,9250000,78050,3,4,2027,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/78050-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Villa,295,None,79922,3,3,2027,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/79922-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Villa,300,None,80125,3,4,2026,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/80125-standalone-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Villa,300,None,87648,4,5,Delivered,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/87648-standalone-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Villa,310,13560000,110483,3,4,2027,semi-finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/110483-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,205,16200000,14527,4,4,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,900,16060000,16177,9,9,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,600,17025500,23564,4,5,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,350,19066782,39193,4,5,Delivered,Furnished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,185,None,53850,3,3,Delivered,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,183,80000000,55349,3,3,Delivered,semi-finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,145,None,62215,2,3,Delivered,Finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,48,9250000,62438,N/A,N/A,2027,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,242,None,64956,2,3,2026,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Duplex,233,None,51601,3,3,2027,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/51601-duplex-for-sale-in-telal-east-new-cairo
Telal East in New Cairo by Roya Developments,Duplex,287,None,56032,3,3,2026,semi-finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/56032-sky-villa-for-sale-in-telal-east-new-cairo
Telal East in New Cairo by Roya Developments,Duplex,282,13560000,56034,3,3,2026,semi-finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/56034-sky-villa-for-sale-in-telal-east-new-cairo
Telal East in New Cairo by Roya Developments,Duplex,282,17699430,61795,4,4,2027,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/61795-ivilla-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,233,19800000,61814,3,3,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/61814-ivilla-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,310,19066782,62084,3,3,2027,not finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/62084-sky-villa-for-sale-in-telal-east-new-cairo
Telal East in New Cairo by Roya Developments,Duplex,287,None,62674,3,4,2027,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/62674-sky-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,289,80000000,63738,3,4,2027,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/63738-duplex-for-sale-in-telal-east-new-cairo
Telal East in New Cairo by Roya Developments,Duplex,280,None,65733,3,3,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/65733-sky-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,233,9250000,70186,3,4,2027,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/70186-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,233,None,73394,3,4,2028,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/73394-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,233,None,75226,3,3,2028,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/75226-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,205,None,14527,4,4,Delivered,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,900,13560000,16177,9,9,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,600,75000000,23564,4,5,Delivered,Finished,2024-07-14T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,350,51500000,39193,4,5,Delivered,Furnished,2024-10-10T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,185,70000000,53850,3,3,Delivered,Finished,2024-10-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,183,19066782,55349,3,3,Delivered,semi-finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,145,None,62215,2,3,Delivered,Finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,48,80000000,62438,N/A,N/A,2027,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,242,None,64956,2,3,2026,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Duplex,310,9250000,75474,4,4,2027,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/75474-sky-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,234,None,75608,3,3,2027,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/75608-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,233,None,77363,4,4,2027,semi-finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/77363-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,310,None,77831,4,5,2027,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/77831-sky-villa-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,330,13560000,78496,3,3,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/78496-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,233,19066782,79710,3,3,2027,semi-finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/79710-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,233,None,79972,3,4,2027,not finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/79972-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,233,80000000,84263,3,3,2027,semi-finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/84263-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,310,None,85401,3,4,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/85401-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,233,9250000,88719,3,3,2028,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/88719-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,253,None,96895,3,4,2028,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/96895-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,300,None,98172,3,4,2027,semi-finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/98172-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Apartment,205,None,14527,4,4,Delivered,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Villa,900,13560000,16177,9,9,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal East in New Cairo by Roya Developments,Townhouse,600,19066782,23564,4,5,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal East in New Cairo by Roya Developments,Villa,350,None,39193,4,5,Delivered,Furnished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal East in New Cairo by Roya Developments,Villa,185,80000000,53850,3,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal East in New Cairo by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal East in New Cairo by Roya Developments,Apartment,145,9250000,62215,2,3,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal East in New Cairo by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal East in New Cairo by Roya Developments,Villa,242,None,64956,2,3,2026,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal East in New Cairo by Roya Developments,Duplex,233,None,102846,3,4,2028,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/102846-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,317,13560000,108625,4,4,2027,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/108625-sky-villa-corner-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,310,19066782,109210,3,4,2027,not finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/109210-duplex-for-sale-in-telal-east
Telal East in New Cairo by Roya Developments,Duplex,233,None,110837,3,3,2027,not finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/939-telal-east/property/110837-duplex-for-sale-in-telal-east
